smiles_i,smiles_j,smiles_i_smiles_j_diff_mean,smiles_i_smiles_j_diff_var,has_label
CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(CCCCCCOCCCCCOCCCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=N1,O=C1CCC(N2C(=O)C3=CC=CC(OCCOCCOCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)=C3C2=O)C(=O)N1,-16.06,271.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CNC(=O)C3CCN(C4=CC=C(NC(=O)C5=CN=C(OC6=CC=CC=C6)N=C5)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,C=CC(=O)N[C@@H](CCC(=O)OCCOCCOCCOCCOCC(=O)NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)C(=O)NC1=CC=CC(NC2=NC=C(NC(=O)C3=CC(NC(=O)C4=CC=CC(C(F)(F)F)=C4)=CC=C3C)C=N2)=C1,3.621,271.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCC3=CC=C(C4=CC=C(C(=O)N[C@H]5C(C)(C)[C@H](OC6=CC=C(C#N)C(Cl)=C6)C5(C)C)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,O=C(CCOCCOCCOCCOCCOCCC(=O)NCCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOC(=O)NC(NC1=NC=CC=N1)C(Cl)(Cl)Cl,-5.297,271.5,False
C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]2[C@@H](OC(=O)NCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C1,CC(C(=O)NC1=CC=CC2=C1CN(C1CCC(=O)NC1=O)C2=O)N1C=C(CN2C=C(C3=CC=C(NC(=O)NC4=NOC(C(C)(C)C)=C4)C=C3)C3=C(N)N=CN=C32)N=N1,3.254,271.5,False
CC(C)(C)[C@H](NC(=O)COCCCCCOC1=CC=C(C(=O)N[C@H]2C(C)(C)[C@H](OC3=CC=C(C#N)C(Cl)=C3)C2(C)C)C=C1)C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=CN=CS2)C=C1,O=C(CCOCCOCCOCCC(=O)NCCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOC(=O)NC(NC1=NC=CC=N1)C(Cl)(Cl)Cl,-4.86,271.0,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCOC3=CC=C(C4=CSC(N5CCOCC5)=N4)C=C3)C(C)(C)C)C=C2)SC=N1,N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(NCCCCCCCNC4=CC=C5C(=O)N(C6CCC(=O)NC6=O)C(=O)C5=C4)C=C3)CC2)C=C1Cl,-0.907,270.8,False
C=C(C)C1=CC=C(OC(C)C)C(C2=CN(C)C(=O)C3=C2C=C(C(=O)NCC2=CC=C(C(=O)NCCCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C2)[NH]3)=C1,CCC(C)(C)C(=O)C(=O)N1CCCC[C@H]1C(=O)O[C@H](CCC1=CC=C(OC)C(OC)=C1)C1=CC=CC(OCC(=O)NCCCNC(=O)COC2=C(OC)C=C(/N=N/C3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2OC)=C1,-1.616,270.8,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCN3CCN(CCCC(=O)NC4=CC=C(C(=O)NC5=CC=CC=C5N)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=CC(NC2=CC=NC(NC3=CC=C(OCCOCCNC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C=C3)=N2)=N[NH]1,-6.004,270.8,False
C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,O=C1CCC(N2CC3=C(NC(=O)CCCCCCCCCN4C=C(NC5=NC=C(Cl)C(NCC6=CC(F)=CC=C6F)=N5)C=N4)C=CC=C3C2=O)C(=O)N1,-3.018,270.5,False
CCN(C1=CC(C2=CC=C(CN3CCN(CCCCCOC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)C=C2)=CC(C(=O)NCC2=C(C)C=C(C)[NH]C2=O)=C1C)C1CCOCC1,CC1=NC(NC2=NC=C(C(=O)NC3=C(C)C=CC=C3Cl)S2)=CC(N2CCN(C(=O)COCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC3=CC=CC=C3)CC2)=N1,-2.824,270.5,False
COC1=CC(OCC2=CC=CC(C3=CC=CC=C3)=C2C)=CC(OC)=C1CNCCNC(=O)CCCC#CC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,NC1=NC(NCCNC(=O)CCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC=C(C2=CC=CC=C2)N=N1,0.01516,270.5,False
C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)C5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)NCCOCCOCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC[C@H]1C,CN1C(=O)CCC(N2C(=O)C3=CC=CC(N4CCN(C(=O)C5CCN(C6=CC=C(NC(=O)C7=CN=C(OC8=CC=CC=C8)N=C7)C=C6)CC5)CC4)=C3C2=O)C1=O,-4.1,270.2,False
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCCCC(=O)NC4=CC=C(N5CC6=CC=C(O)C=C6OC5=O)C=C4)=C3C2=O)C(=O)N1,N#CC1=NC=C(N2C(=O)C3(CCC3)N(C3=CC=C(C(=O)N4CCN(C5CCN(C6=CC=C7C(=O)N(C8CCC(=O)NC8=O)C(=O)C7=C6)CC5)CC4)C(F)=C3)C2=S)C=C1C(F)(F)F,12.33,270.0,False
CC(=O)N[C@@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)SCCCCNC(=O)C[C@@H]1N=C(C2=CC=C(Cl)C=C2)C2=C(SC(C)=C2C)N2C(C)=NN=C12,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCN4C=C(COC5=C(O)C=C(O)C6=C5OC(C5=CC=CC=C5)=CC6=O)N=N4)=C3C2=O)C(=O)N1,-11.23,269.8,False
O=C(CCCNC(=O)COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(C#CC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(Cl)=C5)C4(C)C)C=C3)CC2)C2=CC=C(Br)C=C2)C(C)C)=C1,-2.201,269.8,False
COC1=CC(Cl)=C(C2=CC(Cl)=CC=C2Cl)C=C1C(=O)N1CCN(C(=O)CCC(=O)NCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,NC1=NC(NCCNC(=O)CCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,3.719,269.2,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCCCNC(=O)CC(=O)NC3=CC=CC(SC4=NC=C(N5CCC(C)(N)CC5)N=C4N)=C3Cl)C(C)(C)C)C=C2)SC=N1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCCCOC3=CC=C(/C=N/NC(=O)C4=CC=C(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)C=C4)C=C3)C(C)(C)C)C=C2)SC=N1,-1.272,269.0,False
O=C1CCC(N2C(=O)C3=CC=CC(NCCCCCC(=O)OCC4=CC(=O)C(O)=CO4)=C3C2=O)C(=O)N1,O=C1CCC(N2C(=O)C3=CC=C(N4CCN(CCCO[C@H]5C[C@H](OC6=CC=C7NC8=CC=C([N+](=O)[O-])C=C8SC7=C6)C5)CC4)C=C3C2=O)C(=O)N1,10.81,268.5,False
C[C@@H]1OCC2(CCN(C3=CN=C(SC4=CC=CC(NC(=O)CCC(=O)NCCOCCOCCOCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)=C4Cl)C(N)=N3)CC2)[C@@H]1N,CN1C=C(NC2=NC=C(Cl)C(NCC3=CC(F)=CC(OCCOCCOCCOCCOCC(=O)NC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)=C3F)=N2)C=N1,-2.621,268.2,False
COC1=CC(Cl)=C(C2=CC(Cl)=CC=C2Cl)C=C1C(=O)N1CCN(C(=O)CCC(=O)N2CCN(CC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CC1,NC1=NC(NC2=CC=C(CNC(=O)CCCCNC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,0.633,268.0,False
CC1(C)C(=O)N(C2=CC=C(C#N)C(C(F)(F)F)=C2)C(=S)N1C1=CC=C(C2CCN(C(=O)CCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)C=C1,COC1=CC(OCC2=CC=CC(C3=CC=CC=C3)=C2C)=CC(OC)=C1CNCCNC(=O)CCCCC#CC1=CC=C2C(=O)N(C3CCC(=O)NC3=O)C(=O)C2=C1,-8.91,267.8,False
CC(C)C1=C2N=C(OC3CCN(CCOCCOCCOCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)N=C(NCC3=CC=CC=C3N(C)C)N2N=C1,CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCN2C=C(CCCNC3=CC=C4C(=O)N(C5CCC(=O)NC5=O)C(=O)C4=C3)N=N2)C=C1,-0.4214,267.8,False
NC(=O)C1=CC2=C(N=C1N)N(C1CC1)C(=O)N(CC(=O)NCCNC(=O)COC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)C2=O,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1)C(=O)NCCCCCC(=O)NC1=CC=C(NC(=O)CCCCCCC(=O)NO)C=C1,-7.688,267.8,False
C[C@H]1CC2(CCN(C3=CC=C(C(=O)N4CCC5(CC4)CC(N4CC6=CC7=C(C=C6C4)C(=O)N(C4CCC(=O)NC4=O)C7=O)C5)C=C3)CC2)CN1C1=CC=C(C#N)C(Cl)=C1,CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C(C)(C)C)C=C2)SC=N1,-6.234,267.2,False
CCN(C)S(=O)(=O)NC1=CC=C(F)C(C(=O)C2=C[NH]C3=NC=C(C4=CC=C(N5CCN(C(=O)[C@H]6C[C@H](NC7=CC=CC8=C7C(=O)N(C7CCC(=O)NC7=O)C8=O)C6)CC5)N=C4)C=C23)=C1F,CCS(=O)(=O)N1CC(CC#N)(N2C=C(C3=NC(NC4=CC=C(C(=O)NCCCCOC5=CC=CC(C6CCC(=O)NC6=O)=C5)C=C4)=NC4=C3C=C[NH]4)C=N2)C1,-1.518,267.2,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCCCCOCC(=O)NC3=CC=C(C(=O)NC4=CC=CC=C4N)C=C3)C(C)(C)C)C=C2)SC=N1,O=C(CCC1=CC=C2C(=C1)[NH]C1=CC=NC=C12)NCCOCCOCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,-3.871,267.2,False
CCCCN(CC1=CC=C(C(=O)NO)C=C1)C(=O)NC1=CC=C(OCCCCCN2C=C(CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)N=N2)C=C1,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CC1=CN(CCOCC(=O)NC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N1)C(=O)N2C,-2.707,267.0,False
COC1=CC(/C=C(\C#N)C(=O)NCCOCCOCCOCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)=CC=C1OCC1=CC=C(C(F)(F)F)C=C1C(F)(F)F,NC1=NC=NC2=C1C(C1=CC=C(OC3=CC=CC=C3)C=C1)=NN2[C@@H]1CCCN(C(=O)C2=CN(CCOCCOCCOCCOCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C1,2.645,267.0,False
O=C1CCC(N2C(=O)C3=CC=CC(N4CCN(C(=O)C5CCN(C6=CC=C(NC(=O)C7=CN=C(OC8=CC=CC=C8)N=C7)C=C6)CC5)CC4)=C3C2=O)C(=O)N1,CC1=C(C(=O)NCCCCCCNC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)C(=O)C3=C2)C(C)=C(/C=C2\C(=O)NC3=CC=C(S(=O)(=O)CC4=C(Cl)C=CC=C4Cl)C=C23)[NH]1,4.55,267.0,False
COC1=CC(Cl)=C(C2=CC(Cl)=CC=C2Cl)C=C1C(=O)N1CCN(C(=O)/C=C/C(=O)N2CCN(CC(=O)NCCCCNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)CC2)CC1,CCOC(=O)C1=C(C(C(=O)NC(C)(C)C)N(CC2=CC=C(Cl)C=C2)C(=O)CCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)C2=CC=C(Cl)C=C2[NH]1,-5.566,266.8,False
N#CC1=CC=CC(C2=C[NH]C3=NC=NC(N4CCOC(C(=O)NCC5CCN(CC(=O)NC6=CC=CC7=C6C(=O)N(C6CCC(=O)NC6=O)C7=O)CC5)C4)=C23)=C1,CC1=CC(NS(=O)(=O)C2=CC=C(CC(=O)NCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,1.2705,266.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCN3CCN(C4=CC=C(C(=O)N5[C@H]6CC[C@@H]5C[C@H](OC5=CC=C(C#N)C(Cl)=C5)C6)C=C4)CC3)C(C)(C)C)C=C2)SC=N1,CC1=CC(C2=CC=C(C(=O)NCCOCCCOCCCOCCNC(=O)COC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)C=C2N2CCC(C3=C(C)N=C[NH]3)CC2)=CC=C1F,-1.793,266.2,False
COC1=CC(N2CCN(C(=O)CCOCCOCCOCCOCCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)CC2)=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1,O=C(CCCCC(=O)NCCN1C(=O)C2=CC=CC3=C(SC4=CC=C(Br)C=C4)C=CC(=C23)C1=O)NCCNC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,-9.63,266.2,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCC(F)(F)CCOC3=CC(F)=C([C@@H]4C5=C(C[C@@H](C)N4CC(C)(C)F)C4=CC=CC=C4[NH]5)C(F)=C3)C(C)(C)C)C=C2)SC=N1,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCN4C=C(CCCCN(CC5=CC=C(C(=O)NO)C=C5)C(=O)NC5=CC=CC=C5)N=N4)=C3C2=O)C(=O)N1,-7.59,265.2,False
N#CC1=CC=CC(C2=C[NH]C3=NC=NC(N4CCOC(CNC(=O)CCCC(=O)NC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)C4)=C23)=C1,CC1=CC(NS(=O)(=O)C2=CC=C(CNCCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)C=C2)=C(NC2=CC=C(I)C=C2F)N(C)C1=O,2.186,265.2,False
CC1(N)CCN(C2=CN=C(C3=CC=C(OCCOCCOCCOCCOCCOCCNC(=O)COC4=CC=CC5=C4C(=O)N(C4CCC(=O)NC4=O)C5=O)C(Cl)=C3Cl)C(N)=N2)CC1,CCOC(=O)C1=C(C(C(=O)NC(C)(C)C)N(CC2=CC(F)=C(F)C(F)=C2)C(=O)CCCCCC#CC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)C2=CC=C(Cl)C=C2[NH]1,0.08124,264.8,False
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCOCCOCCN1CCC[C@@H](NC2=NC=C(Cl)C(C3=C[NH]C4=CC=CC=C34)=N2)C1,CC1=NOC(C)=C1C1=CC=C2C(=C1)C(C1=CC=CC=C1)N(CC1=CN(CCOCCOCCOCCOCC(=O)NC3=CC=CC4=C3CN(C3CCC(=O)NC3=O)C4=O)N=N1)C(=O)N2C,-0.01445,264.2,False
CC1=CC(NC2=NC=C(Cl)C(NC3=CC=CC=C3S(=O)(=O)C(C)C)=N2)=C(OC(C)C)C=C1C1CCN(CCC(=O)NCCCCNCCC(=O)NC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=CC(OCCOCCOCCOCCOCCNC(=O)C3=CC=C(C4=NC(CNC5=NC=CC(NCC(C)C)=N5)=CS4)C=C3)=C2)=CS1)C1CCCCC1,3.19,264.0,False
COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCCCOCCOCCC(=O)N[C@H](C(=O)N1C[C@H](O)C[C@H]1C(=O)NCC1=CC=C(C2=C(C)N=CS2)C=C1)C(C)(C)C,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCCCOC4=C(O)C=C(O)C5=C4OC(C4=CC=CC=C4)=CC5=O)=C3C2=O)C(=O)N1,-9.41,263.5,False
O=C(COC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCC(=O)N1CCN(C(=O)C2=CC(CC3=N[NH]C(=O)C4=CC=CC=C34)=CC=C2F)CC1,CC1=NOC([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)N[C@@H](CC(=O)N2CCC(C#CC3=CC=C(C(=O)N[C@H]4C(C)(C)[C@H](OC5=CC=C(C#N)C(Cl)=C5)C4(C)C)C=C3)CC2)C2=CC=C(F)C=C2)C(C)C)=C1,-0.9165,263.2,False
O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCC4=CN(CC(=O)NC5=CC=C(C6=CC7=CC=C(O)C=C7OC6=O)C=C5)N=N4)=C3C2=O)C(=O)N1,CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCCCCOC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,6.42,263.2,False
COC1=CC(/C=C2\SC(=O)N(CCOCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)NCC3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C2=O)=CC=C1OC1=CC=C(C#N)C=C1C(F)(F)F,O=C1CCC(N2C(=O)C3=CC=CC(NC(=O)CCCCCN4CCN(C5=NC(N6CCOCC6)=NC(N6C(C(F)F)=NC7=CC=CC=C76)=N5)CC4)=C3C2=O)C(=O)N1,0.555,263.0,False
C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,NC1=NC=NC2=C1C(C1=CC=C(OC3=CC=CC=C3)C=C1)=NN2C1CCN(CCOCCOCCOC2=CC=C3C(=O)N(C4CCC(=O)NC4=O)CC3=C2)CC1,0.1775,262.8,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCNCC3=CC=C(S(=O)(=O)NC4=C(NC5=CC=C(I)C=C5F)N(C)C(=O)C(C)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,CC1=C(C)C2=C(S1)N1C(C)=NN=C1[C@H](CC(=O)NCCNC1=CC=CC3=C1C(=O)N(C1CCC(=O)NC1=O)C3=O)N=C2C1=CC=C(Cl)C=C1,-2.309,262.8,False
COC1=CC(Cl)=C(C2=CC(Cl)=CC=C2Cl)C=C1C(=O)N1CCN(C(=O)CCC(=O)NCCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,NC1=NC(NCCNC(=O)CCCCCCNC2=CC=CC3=C2CN(C2CCC(=O)NC2=O)C3=O)=NN1C1=CC2=C(N=N1)C1=CC=CC=C1CCC2,3.184,262.5,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CNCCCONC(=O)C3=CC=C(F)C(F)=C3NC3=CC=C(I)C=C3F)C(C)(C)C)C=C2)SC=N1,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCNCCCONC(=O)C4=CC=C(F)C(F)=C4NC4=CC=C(I)C=C4F)=C3C2=O)C(=O)N1,-8.805,262.5,False
O=C1CCC(N2C(=O)C3=CC=CC(NCC4=CN(CC(=O)NC5=CC=C(C6=CC7=CC=C(O)C=C7OC6=O)C=C5)N=N4)=C3C2=O)C(=O)N1,CC(C)C1=C2N=C(OC3CCN(C)CC3)N=C(NCC3=CC=C(NC(=O)CCCCCCCCCOC4=CC=CC5=C4CN(C4CCC(=O)NC4=O)C5=O)C=C3)N2N=C1,7.18,262.2,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCCCOC3=CC=C(C4=CSC(N5CC(C)OC(C)C5)=N4)C=C3)C(C)(C)C)C=C2)SC=N1,N#CC1=CC=C(O[C@H]2CC[C@H](NC(=O)C3=CC=C(N4CCN(CCCCNC5=CC=C6C(=O)N(C7CCC(=O)NC7=O)C(=O)C6=C5)CC4)C=C3)CC2)C=C1Cl,3.027,261.8,False
COC1=CC(/C=C(\C#N)C(=O)NCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)=CC=C1OCC1=CC=C(C(F)(F)F)C=C1C(F)(F)F,O=C(CCCCCCC(=O)N/N=C/C1=CC=C(OCCOCCOCCOCCN2C=C(CNC3=CC=CC4=C3C(=O)N(C3CCC(=O)NC3=O)C4=O)N=N2)C=C1)NO,0.4944,261.2,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCOCCOCCC(=O)NCCCOC(=O)NC(NC3=NC=CC=N3)C(Cl)(Cl)Cl)C(C)(C)C)C=C2)SC=N1,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(N4CCN(CCCCNC5=CC=CC6=C5C(=O)N(C5CCC(=O)NC5=O)C6=O)CC4)C=N3)N=C2N1C1CCCC1,2.258,260.8,False
CC1=C(C2=CC=C(CNC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCCOCCOC3=CC(F)=C([C@@H]4C5=C(C[C@@H](C)N4CC(C)(C)F)C4=CC=CC=C4[NH]5)C(F)=C3)C(C)(C)C)C=C2)SC=N1,O=C(CCOCCOCCOCCOCCOCCOCCOCCOCCOCCC(=O)NCCCOC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O)NCCCOC(=O)NC(NC1=NC=CC=N1)C(Cl)(Cl)Cl,-7.332,260.8,False
CCCNNC(=O)C1=CC=C(C2=CC=C(NC(=O)CCCCC(=O)N[C@H](C(=O)N3C[C@H](O)C[C@H]3C(=O)N[C@@H](C)C3=CC=C(C4=C(C)N=CS4)C=C3)C(C)(C)C)C=C2)C=C1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOC3=CC=C(/C=N/NC(=O)C4=CC=CC(OC5=C(C6=CC=C(O)C=C6)SC6=CC(O)=CC=C56)=C4)C=C3)C(C)(C)C)C=C2)SC=N1,1.876,260.5,False
CCN1C(=O)N(CC(=O)NCCOCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)C(=O)C2=CC(C(N)=O)=C(N)N=C21,CN[C@@H](C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C1=NC(C(=O)C2=CC=C(F)C=C2)=CS1)C1CCN(CCCC(=O)N2CCC[C@@H](N3N=C(C4=CC=C(OC5=CC=C(F)C=C5F)C=C4)C(C(N)=O)=C3N)C2)CC1,13.11,260.0,False
O=C1CCC(N2C(=O)C3=CC=CC(NCC(=O)N4CCN(C5=CC=CC(C6=CN=C7C=CC(N8CCC[C@@H]8C8=CC=CC(F)=C8)=NN67)=N5)CC4)=C3C2=O)C(=O)N1,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CC/C1=N\OCC(=O)NCCOCCOCCOC(=O)[C@H](CC(C)C)NC(=O)[C@@H](O)[C@H](N)CC1=CC=CC=C1,-8.92,259.8,False
CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)CCOCCOCCNC[C@H](CC3=CC=CC(F)=C3)NC(=O)C3=CC(C4=C(Cl)C=NN4C)=C(Cl)S3)C(C)(C)C)C=C2)SC=N1,CC1=C(C2=CC=C([C@H](C)NC(=O)[C@@H]3C[C@@H](O)CN3C(=O)[C@@H](NC(=O)COCCOCCOCCOCCOCCOC3=CC=C(/C=N/NC(=O)C4=C(C5=CC=C(O)C=C5)SC5=CC(O)=CC=C45)C=C3)C(C)(C)C)C=C2)SC=N1,-2.234,259.8,False
